"ID","Year","Title"
5599,1931,"Tabu: A Story of the South Seas"
5600,1979,"Wanderers, The"
5601,1946,"Yearling, The"
5602,1955,"Ladykillers, The"
5603,1951,"Lavender Hill Mob, The"
5604,1951,"Man in the White Suit, The"
5605,1999,"Ratcatcher"
5607,2001,"Son of the Bride"
5608,2001,"Das Experiment"
5609,2002,"Ballistic: Ecks vs. Sever"
5611,2002,"Four Feathers, The"
5612,2002,"Trapped"
5613,2002,"8 Women"
5615,2001,"Invincible"
5617,2002,"Secretary"
5618,2001,"Spirited Away"
5619,2002,"Trials of Henry Kissinger, The"
5620,2002,"Sweet Home Alabama"
5621,2002,"Tuxedo, The"
5622,2002,"Charly"
5625,2002,"Moonlight Mile"
5628,2001,"Wasabi"
5629,2002,"Jonah: A VeggieTales Movie"
5630,2002,"Red Dragon"
5632,2002,"Bloody Sunday"
5633,2002,"Heaven"
5636,2002,"Welcome to Collinwood"
5637,1991,"Flirting"
5638,1964,"Godzilla vs. Mothra"
5641,1988,"Moderns, The"
5642,1979,"Onion Field, The"
5643,1988,"Powaqqatsi"
5644,1942,"Pride of the Yankees, The"
5646,1989,"Valmont"
5649,1958,"Horror of Dracula"
5650,1983,"Strange Brew"
5651,1964,"Incredible Mr. Limpet, The"
5655,1981,"Fan, The"
5662,1997,"Wrong Guy, The"
5663,2002,"Below"
5666,2002,"Rules of Attraction, The"
5667,2002,"Tuck Everlasting"
5668,2002,"White Oleander"
5669,2002,"Bowling for Columbine"
5670,2002,"Comedian"
5672,2002,"Pokemon 4 Ever"
5673,2002,"Punch-Drunk Love"
5675,2002,"Swept Away"
5677,2002,"Abandon"
5678,2001,"Formula 51"
5679,2002,"Ring, The"
5680,2002,"Auto Focus"
5682,2001,"Grey Zone, The"
5684,2002,"Naqoyqatsi"
5685,2002,"Real Women Have Curves"
5686,2002,"Russian Ark"
5689,1991,"Billy Bathgate"
5690,1988,"Grave of the Fireflies"
5691,1993,"Jason Goes to Hell: The Final Friday"
5693,1977,"Saturday Night Fever"
5694,1983,"Staying Alive"
5696,1980,"Urban Cowboy"
5699,1980,"Tom Horn"
5700,1980,"The Pumaman"
5703,1980,"Wholly Moses"
5705,1980,"Xanadu"
5707,1981,"Absence of Malice"
5710,1981,"Banana Joe"
5712,1981,"Blow Out"
5715,1981,"Burning, The"
5718,1981,"Carbon Copy"
5723,1981,"Continental Divide"
5729,1981,"Endless Love"
5732,1981,"Eye of the Needle"
5734,1981,"Faces of Death 2"
5735,1978,"Faces of Death"
5736,1985,"Faces of Death 3"
5737,1990,"Faces of Death 4"
5742,1981,"First Monday in October"
5745,1981,"Four Seasons, The"
5746,1981,"Galaxy of Terror"
5747,1981,"Gallipoli"
5752,1981,"Gregory's Girl"
5754,1981,"Hand, The"
5765,1981,"Looney, Looney, Looney Bugs Bunny Movie, The"
5768,1981,"Modern Problems"
5772,1981,"My Dinner with André"
5773,1981,"Neighbors"
5777,1981,"Pennies from Heaven"
5778,1982,"Pieces"
5779,1981,"Piranha II: The Spawning"
5780,1981,"Polyester"
5782,1981,"Professional, The"
5784,2002,"Ghost Ship"
5785,2002,"Jackass: The Movie"
5787,2002,"Truth About Charlie, The"
5788,2002,"All or Nothing"
5791,2002,"Frida"
5792,2002,"Roger Dodger"
5795,1955,"Big Knife, The"
5796,1967,"Casino Royale"
5799,1960,"Exodus"
5801,1966,"Russians Are Coming, the Russians Are Coming, The"
5803,2002,"I Spy"
5808,2000,"Weight of Water, The"
5809,2002,"Femme Fatale"
5810,2002,"8 Mile"
5812,2002,"Far from Heaven"
5815,2002,"Half Past Dead"
5816,2002,"Harry Potter and the Chamber of Secrets"
5818,2002,"Crime of Father Amaro, The"
5819,2002,"Interview with the Assassin"
5820,2002,"Standing in the Shadows of Motown"
5825,1943,"Life and Death of Colonel Blimp, The"
5826,1950,"Rio Grande"
5828,1997,"Blackrock"
5829,2002,"Men with Brooms"
5830,1961,"Mysterious Island"
5832,2002,"Left Behind II: Tribulation Force"
5833,2002,"Dog Soldiers"
5834,1978,"Fingers"
5836,1958,"Houseboat"
5839,1990,"My Father's Glory"
5840,1990,"My Mother's Castle"
5841,1991,"Return to the Blue Lagoon"
5843,1991,"Toy Soldiers"
5846,1981,"Raggedy Man"
5847,1981,"Ragtime"
5850,1981,"Road Games"
5853,1981,"Scanners"
5854,1981,"Sharky's Machine"
5857,1981,"So Fine"
5859,1981,"Southern Comfort"
5864,1981,"Tarzan, the Ape Man"
5866,1981,"They All Laughed"
5867,1981,"Thief"
5868,1981,"This Is Elvis"
5869,1981,"True Confessions"
5872,2002,"Die Another Day"
5873,2002,"The Emperor's Club"
5874,2002,"Friday After Next"
5875,2002,"Personal Velocity"
5876,2002,"Quiet American, The"
5878,2002,"Talk to Her"
5879,2002,"Eight Crazy Nights"
5880,2002,"Extreme Ops"
5881,2002,"Solaris"
5882,2002,"Treasure Planet"
5883,2002,"They"
5888,1997,"Brother"
5891,1978,"I Spit on Your Grave"
5893,1994,"Last Seduction, The"
5899,1964,"Zulu"
5900,2002,"Analyze That"
5901,2002,"Empire"
5902,2002,"Adaptation"
5903,2002,"Equilibrium"
5909,2001,"Visitor Q"
5910,1981,"Bolero"
5913,1981,"Warning for the Joensson Gang"
5914,1981,"Vernon, Florida"
5915,1981,"Victory"
5917,1981,"Zoot Suit"
5918,1982,"Alone in the Dark"
5923,1982,"Author! Author!"
5926,1982,"Best Friends"
5927,1982,"Best Little Whorehouse in Texas, The"
5932,1982,"Burden of Dreams"
5933,1982,"Cannery Row"
5936,1982,"Come Back to the Five and Dime, Jimmy Dean, Jimmy Dean"
5938,1982,"Deathtrap"
5940,1982,"Eating Raoul"
5941,2002,"Drumline"
5942,2002,"Hot Chick, The"
5943,2002,"Maid in Manhattan"
5944,2002,"Star Trek: Nemesis"
5945,2002,"About Schmidt"
5947,2002,"Evelyn"
5949,2001,"Intact"
5952,2002,"Lord of the Rings: The Two Towers, The"
5954,2002,"25th Hour"
5955,2002,"Antwone Fisher"
5956,2002,"Gangs of New York"
5957,2002,"Two Weeks Notice"
5958,2002,"Wild Thornberrys Movie, The"
5959,2002,"Narc"
5960,1990,"Bad Influence"
5961,1990,"Blue Steel"
5962,1993,"Body of Evidence"
5963,1961,"Children's Hour, The"
5965,1977,"Duellists, The"
5966,1956,"Kiss Before Dying, A"
5968,1990,"Miami Blues"
5969,1994,"My Girl 2"
5970,1991,"My Girl"
5971,1988,"My Neighbor Totoro"
5980,1974,"Black Christmas"
5981,1962,"Day of the Triffids, The"
5984,1975,"Story of O, The"
5985,2001,"Asoka"
5986,1972,"Fat City"
5989,2002,"Catch Me If You Can"
5991,2002,"Chicago"
5992,2002,"Hours, The"
5993,2002,"Max"
5994,2002,"Nicholas Nickleby"
5995,2002,"Pianist, The"
6000,1980,"House on the Edge of the Park, The"
6001,1983,"King of Comedy, The"
6003,2002,"Confessions of a Dangerous Mind"
6005,2003,"Blue Collar Comedy Tour: The Movie"
6006,2003,"Just Married"
6008,2002,"Son, The"
6012,2003,"Guy Thing, A"
6013,2003,"Kangaroo Jack"
6014,2003,"National Security"
6016,2002,"City of God"
6021,1977,"American Friend, The"
6022,1992,"American Me"
6025,1993,"CB4 - The Movie"
6027,1991,"Dogfight"
6031,1959,"Imitation of Life"
6032,1979,"Little Romance, A"
6033,1991,"Mystery Date"
6035,1937,"Pépé le Moko"
6037,1982,"Summer Lovers"
6039,1984,"Woman in Red, The"
6040,2003,"Darkness Falls"
6042,2002,"Blind Spot: Hitler's Secretary"
6047,1947,"Dead Reckoning"
6051,1973,"Harder They Come, The"
6056,2001,"Chaos"
6057,2003,"Biker Boyz"
6058,2003,"Final Destination 2"
6059,2003,"Recruit, The"
6060,2002,"Guru, The"
6062,2002,"Lost in La Mancha"
6063,2002,"May"
6064,1956,"Harder They Fall, The"
6073,1961,"Victim"
6077,1982,"Evil Under the Sun"
6078,1982,"Firefox"
6084,1982,"Honkytonk Man"
6091,1982,"Labyrinth of Passion"
6092,1982,"Last American Virgin, The"
6093,1982,"Last Unicorn, The"
6095,1982,"Dragon Lord"
6096,1982,"Making Love"
6100,1982,"Midsummer Night's Sex Comedy, A"
6101,1982,"Missing"
6103,1982,"Monsignor"
6104,1982,"Monty Python Live at the Hollywood Bowl"
6105,1982,"Moonlighting"
6107,1982,"Night of the Shooting Stars"
6109,1982,"One from the Heart"
6114,1982,"Permanent Vacation"
6115,1982,"Personal Best"
6116,1982,"Pirate Movie, The"
6121,1982,"Querelle"
6122,1982,"Richard Pryor Live on the Sunset Strip"
6123,1983,"Sunless"
6124,1982,"Savannah Smiles"
6125,1982,"Secret Policeman's Other Ball, The"
6126,1982,"Veronika Voss"
6127,1982,"Shoot the Moon"
6132,1982,"New York Ripper, The"
6133,1982,"State of Things, The"
6140,1982,"Tenebre"
6143,1982,"Trail of the Pink Panther"
6148,1982,"White Dog"
6154,2003,"Deliver Us from Eva"
6155,2003,"How to Lose a Guy in 10 Days"
6156,2003,"Shanghai Knights"
6157,2003,"Daredevil"
6159,2003,"All the Real Girls"
6162,2002,"Gerry"
6163,2002,"He Loves Me... He Loves Me Not"
6166,1993,"Dennis the Menace"
6170,1979,"Black Stallion, The"
6178,1965,"Patch of Blue, A"
6180,1990,"Q & A"
6182,1963,"Thrill of It All, The"
6183,1959,"Pillow Talk"
6184,1976,"Man Who Fell to Earth, The"
6185,2003,"Dark Blue"
6186,2003,"Gods and Generals"
6187,2003,"Life of David Gale, The"
6188,2003,"Old School"
6195,2002,"Stone Reader"
6197,2002,"Spider"
6198,1992,"American Heart"
6201,1986,"Lady Jane"
6203,1991,"Life Stinks"
6204,1993,"Meteor Man, The"
6207,2002,"Slaughter Rule, The"
6211,2002,"Ten"
6212,2003,"Bringing Down the House"
6213,2003,"Tears of the Sun"
6214,2002,"Irreversible"
6215,2002,"Laurel Canyon"
6216,2001,"Nowhere in Africa"
6218,2002,"Bend It Like Beckham"
6219,2003,"Hunted, The"
6223,2001,"Spun"
6225,1961,"King of Kings"
6227,1957,"Loving You"
6228,1942,"Talk of the Town, The"
6229,1971,"Two-Lane Blacktop"
6230,1973,"Bang the Drum Slowly"
6231,1955,"Benny Goodman Story, The"
6232,1966,"Born Free"
6233,1993,"Born Yesterday"
6234,1977,"Equus"
6235,1990,"Europa Europa"
6237,1953,"Glenn Miller Story, The"
6238,1990,"Green Card"
6239,1959,"Journey to the Center of the Earth"
6240,1991,"One Good Cop"
6242,1998,"Ringu"
6243,1999,"Ringu 2"
6244,1988,"Salaam Bombay!"
6245,1969,"Sweet Charity"
6247,1969,"Women in Love"
6249,2003,"Boat Trip"
6250,2003,"Dreamcatcher"
6252,2003,"View from the Top"
6254,1937,"Awful Truth, The"
6256,1976,"House with Laughing Windows, The"
6257,1967,"I Am Curious"
6260,1953,"Robe, The"
6261,1992,"Wind"
6263,2003,"Basic"
6264,2003,"Core, The"
6265,2003,"Head of State"
6266,2003,"What a Girl Wants"
6268,2002,"Raising Victor Vargas"
6269,2002,"Stevie"
6271,1973,"Day for Night"
6273,1950,"In a Lonely Place"
6276,1948,"Wake of the Red Witch"
6279,2002,"Good Thief, The"
6281,2002,"Phone Booth"
6283,2001,"Cowboy Bebop: The Movie"
6284,2003,"DysFunktional Family"
6286,2002,"Man Without a Past, The"
6287,2003,"Anger Management"
6290,2003,"House of 1000 Corpses"
6291,2002,"Lilya 4-Ever"
6294,2003,"Bulletproof Monk"
6295,2003,"Chasing Papi"
6296,2003,"Mighty Wind, A"
6297,2003,"Holes"
6298,2003,"Malibu's Most Wanted"
6299,2001,"Winged Migration"
6300,2000,"Flickering Lights"
6301,1971,"Straw Dogs"
6302,1957,"Beginning of the End"
6303,1971,"Andromeda Strain, The"
6305,1966,"Fahrenheit 451"
6306,2002,"I Am Trying to Break Your Heart"
6308,1986,"Legal Eagles"
6314,1993,"Undercover Blues"
6315,1986,"Wildcats"
6316,1978,"Wiz, The"
6318,1991,"Marrying Man, The"
6322,2003,"Confidence"
6323,2003,"Identity"
6327,2003,"Decade Under the Influence, A"
6329,2001,"Manic"
6331,2002,"Spellbound"
6332,2003,"Lizzie McGuire Movie, The"
6333,2003,"X2: X-Men United"
6335,2002,"Dancer Upstairs, The"
6337,2003,"Owning Mahowny"
6338,2003,"Daddy Day Care"
6339,2002,"Man on the Train"
6341,2003,"Shape of Things, The"
6342,2002,"Trip, The"
6344,2000,"101 Reykjavik"
6345,1985,"Chorus Line, A"
6348,1984,"Breakin' 2: Electric Boogaloo"
6349,1984,"Breakin'"
6350,1986,"Laputa: Castle in the Sky"
6355,1957,"Girls, Les"
6356,1957,"Gunfight at the O.K. Corral"
6357,1956,"High Society"
6358,1953,"Kiss Me Kate"
6365,2003,"Matrix Reloaded, The"
6367,2003,"Down with Love"
6368,2002,"Cinemania"
6369,2001,"Friends and Family"
6370,2002,"Spanish Apartment, The"
6373,2003,"Bruce Almighty"
6375,2002,"Gigantic"
6377,2003,"Finding Nemo"
6378,2003,"Italian Job, The"
6379,2003,"Wrong Turn"
6380,2003,"Capturing the Friedmans"
6383,2003,"2 Fast 2 Furious"
6384,2001,"Love the Hard Way"
6385,2002,"Whale Rider"
6386,1966,"Nevada Smith"
6387,1991,"Once a Thief"
6390,1957,"Silk Stockings"
6395,1973,"Crazies, The"
6400,2001,"Murder on a Sunday Morning"
6404,1952,"White Sheik, The"
6405,1950,"Treasure Island"
6408,1974,"Animals are Beautiful People"
6410,1976,"Car Wash"
6412,1939,"Destry Rides Again"
6413,1979,"Electric Horseman, The"
6414,1962,"Gay Purr-ee"
6415,1987,"Intervista"
6416,1965,"King Rat"
6419,1990,"Mr. & Mrs. Bridge"
6422,1965,"Shenandoah"
6423,1992,"Straight Talk"
6424,1991,"Oscar"
6425,1997,"6th Man, The"
6426,1954,"Far Country, The"
6427,1970,"Railway Children, The"
6428,1970,"Two Mules for Sister Sara"
6429,1950,"Winchester '73"
6431,1955,"Battle Cry"
6432,1963,"Courtship of Eddie's Father, The"
6433,1929,"Man with the Movie Camera, The"
6436,1993,"This Boy's Life"
6440,1991,"Barton Fink"
6442,1992,"Belle époque"
6446,1961,"Comancheros, The"
6447,1966,"Duel at Diablo"
6448,1965,"Flight of the Phoenix, The"
6449,1960,"From the Terrace"
6450,1957,"Heaven Knows, Mr. Allison"
6452,1958,"Long, Hot Summer, The"
6454,1989,"Music Box"
6458,1966,"Blue Max, The"
6460,1962,"Trial, The"
6461,1960,"Unforgiven, The"
6464,1997,"Good Burger"
6465,1977,"Jubilee"
6466,1991,"Mississippi Masala"
6467,1947,"Quai des Orfèvres"
6468,1992,"Stranger Among Us, A"
6470,1970,"Chisum"
6473,1986,"Half Moon Street"
6474,1996,"Truce, The"
6476,1991,"Shattered"
6477,1943,"Song of Bernadette, The"
6480,1967,"Thoroughly Modern Millie"
6482,2003,"Dumb and Dumberer: When Harry Met Lloyd"
6484,2003,"Hollywood Homicide"
6493,2003,"Alex and Emma"
6498,1971,"Murphy's War"
6502,2002,"28 Days Later"
6503,2003,"Charlie's Angels: Full Throttle"
6506,2001,"Fulltime Killer"
6509,1974,"Ali: Fear Eats the Soul"
6513,1939,"Made for Each Other"
6514,1962,"Ring of Terror"
6515,1937,"You Only Live Once"
6516,1956,"Anastasia"
6518,1991,"Flight of the Intruder"
6521,1979,"Main Event, The"
6522,1964,"Man's Favorite Sport?"
6525,1987,"Nuts"
6527,1952,"Scaramouche"
6528,1970,"Start the Revolution Without Me"
6530,1976,"Tenant, The"
6531,1993,"Hour of the Pig, The"
6533,1972,"What's Up, Doc?"
6534,2003,"Hulk"
6535,2003,"Legally Blonde 2: Red, White & Blonde"
6536,2003,"Sinbad: Legend of the Seven Seas"
6537,2003,"Terminator 3: Rise of the Machines"
6538,2003,"Swimming Pool"
6539,2003,"Pirates of the Caribbean: The Curse of the Black Pearl"
6541,2003,"League of Extraordinary Gentlemen, The"
6547,2003,"Northfork"
6548,2003,"Bad Boys II"
6550,2003,"Johnny English"
6552,2002,"Dirty Pretty Things"
6559,1994,"Little Giants"
6561,1959,"Mouse That Roared, The"
6562,1963,"Spencer's Mountain"
6564,2003,"Lara Croft Tomb Raider: The Cradle of Life"
6565,2003,"Seabiscuit"
6566,2003,"Spy Kids 3-D: Game Over"
6568,2003,"Camp"
6571,2002,"Mondays in the Sun"
6579,1961,"One, Two, Three"
6582,1985,"Remo Williams: The Adventure Begins"
6584,1966,"What's Up, Tiger Lily?"
6585,1973,"White Lightning"
6586,2003,"American Wedding"
6587,2003,"Gigli"
6591,2002,"Magdalene Sisters, The"
6592,2002,"Secret Lives of Dentists, The"
6593,2003,"Freaky Friday"
6595,2003,"S.W.A.T."
6596,2003,"Divorce, Le"
6598,2002,"Step Into Liquid"
6599,1961,"Accattone"
6600,1993,"...And God Spoke"
6602,1988,"Brain Damage"
6603,1947,"Double Life, A"
6609,1964,"Gospel According to St. Matthew, The"
6611,1952,"Umberto D."
6612,1992,"Brother's Keeper"
6613,1973,"Day of the Dolphin, The"
6615,2003,"Freddy vs. Jason"
6617,2003,"Open Range"
6618,2001,"Shaolin Soccer"
6620,2003,"American Splendor"
6624,2003,"Agent Cody Banks"
6628,1984,"Hot Dog... The Movie"
6629,1953,"House of Wax"
6630,1958,"Inn of the Sixth Happiness, The"
6636,1985,"Sure Thing, The"
6638,1983,"Valley Girl"
6639,1967,"Wait Until Dark"
6641,2000,"Code Unknown"
6643,1953,"Tokyo Story"
6644,1986,"Green Ray, The"
6645,1971,"THX 1138"
6646,1967,"Valley of the Dolls"
6650,1949,"Kind Hearts and Coronets"
6658,1979,"10"
6659,1990,"Tremors"
6662,1963,"Pink Panther, The"
6663,1976,"Pink Panther Strikes Again, The"
6664,1985,"Commando"
6665,1979,"Dracula"
6666,1972,"Discreet Charm of the Bourgeoisie, The"
6669,1952,"Ikiru"
6671,1990,"Angel at My Table, An"
6676,1992,"Incident at Oglala"
6678,1990,"Handmaid's Tale, The"
6679,2001,"Revolution OS"
6683,1996,"Fire"
6684,1971,"Death in Venice"
6686,2003,"Medallion, The"
6690,2001,"Don't Tempt Me"
6695,2003,"Jeepers Creepers 2"
6703,2003,"Order, The"
6706,2001,"Taking Sides"
6707,2002,"Cabin Fever"
6708,2003,"Matchstick Men"
6709,2003,"Once Upon a Time in Mexico"
6710,2002,"Dummy"
6711,2003,"Lost in Translation"
6713,2001,"Millennium Actress"
6718,1985,"Gotcha!"
6721,1991,"Once Upon a Time in China"
6722,1992,"Once Upon a Time in China II"
6723,1993,"Once Upon a Time in China III"
6724,1973,"Paper Moon"
6725,1978,"Sgt. Pepper's Lonely Hearts Club Band"
6728,1963,"Ugly American, The"
6730,1978,"Convoy"
6731,1985,"Day of the Dead"
6732,1969,"Hello, Dolly!"
6735,1979,"Rose, The"
6739,1950,"At War with the Army"
6743,1942,"Jungle Book"
6744,1985,"Once Bitten"
6748,1979,"Brood, The"
6751,2003,"Cold Creek Manor"
6753,2003,"Secondhand Lions"
6754,2003,"Underworld"
6755,2002,"Bubba Ho-tep"
6757,2002,"Demonlover"
6760,2002,"In This World"
6762,2002,"Yossi & Jagger"
6763,2003,"Duplex"
6764,2003,"Rundown, The"
6765,2003,"Under the Tuscan Sun"
6768,2003,"Luther"
6769,2003,"Mambo Italiano"
6770,2003,"My Life Without Me"
6771,2003,"Dorm Daze"
6772,2002,"To Be and to Have"
6773,2003,"Triplets of Belleville, The"
6774,1983,"Videodrome"
6776,2001,"Lagaan: Once Upon a Time in India"
6777,1961,"Judgment at Nuremberg"
6779,1978,"Same Time, Next Year"
6780,1991,"Brief History of Time, A"
6782,1989,"Leningrad Cowboys Go America"
6783,1939,"Rules of the Game, The"
6785,1954,"Seven Brides for Seven Brothers"
6786,1985,"Kiss of the Spider Woman"
6787,1976,"All the President's Men"
6788,1994,"Angie"
6790,2001,"Avalon"
6791,1987,"Babette's Feast"
6793,1992,"Beethoven"
6794,1993,"Beethoven's 2nd"
6796,1991,"Boyz N the Hood"
6797,1991,"Bugsy"
6798,1976,"Bugsy Malone"
6800,1986,"Cobra"
6803,1985,"Phenomena"
6806,2000,"Time and Tide"
6807,1983,"Monty Python's The Meaning of Life"
6808,1968,"Where Eagles Dare"
6810,1991,"Sleeping with the Enemy"
6811,1994,"PCU"
6812,1990,"Rookie, The"
6813,1966,"Ghost and Mr. Chicken, The"
6814,1984,"City Heat"
6816,1987,"Three O'Clock High"
6818,1985,"Come and See"
6820,2000,"Ginger Snaps"
6822,1993,"Ballad of Little Jo, The"
6826,1968,"Shakiest Gun in the West, The"
6827,1994,"It's Pat"
6828,1984,"Sunday in the Country, A"
6829,1992,"Gun in Betty Lou's Handbag, The"
6830,1952,"Sudden Fear"
6832,1991,"Regarding Henry"
6835,1980,"Alien Contamination"
6840,1971,"Hospital, The"
6850,1992,"Leap of Faith"
6851,1992,"Gas, Food, Lodging"
6852,1967,"In Cold Blood"
6856,1942,"Yankee Doodle Dandy"
6857,1995,"Ninja Scroll"
6858,1962,"Knife in the Water"
6862,2003,"Out of Time"
6863,2003,"School of Rock"
6864,2003,"Concert for George, The"
6867,2003,"Station Agent, The"
6868,2003,"Wonderland"
6869,2002,"Bus 174"
6870,2003,"Mystic River"
6872,2003,"House of the Dead, The"
6873,2003,"Intolerable Cruelty"
6874,2003,"Kill Bill: Vol. 1"
6875,2003,"Dopamine"
6877,2003,"Girls Will Be Girls"
6879,2003,"Runaway Jury"
6880,2003,"Texas Chainsaw Massacre, The"
6881,2003,"Pieces of April"
6883,2003,"Sylvia"
6884,2003,"Veronica Guerin"
6885,2003,"In the Cut"
6887,2003,"Radio"
6888,2003,"Scary Movie 3"
6889,2003,"Brother Bear"
6890,2003,"Elephant"
6892,2003,"Singing Detective, The"
6893,1969,"Italian Job, The"
6896,1985,"Shoah"
6898,2002,"Sweet Sixteen"
6902,2002,"Interstate 60"
6906,1985,"That Was Then... This Is Now"
6909,2002,"Eye, The"
6918,1957,"Unvanquished, The"
6920,1970,"Cercle Rouge, Le"
6927,2003,"Human Stain, The"
6930,2003,"Girlhood"
6932,2003,"Shattered Glass"
6934,2003,"Matrix Revolutions, The"
6935,2003,"Revolution Will Not Be Televised, The"
6936,2003,"Elf"
6940,2002,"In My Skin"
6942,2003,"Love Actually"
6944,1991,"Father of the Bride"
6945,2003,"My Architect: A Son's Journey"
6947,2003,"Master and Commander: The Far Side of the World"
6950,2003,"Missing, The"
6951,2003,"Cat in the Hat, The"
6952,2003,"Gothika"
6953,2003,"21 Grams"
6954,2003,"Barbarian Invasions, The"
6957,2003,"Bad Santa"
6958,2003,"Haunted Mansion, The"
6959,2003,"Timeline"
6961,1992,"Damage"
6963,2002,"Devil's Playground"
6964,1985,"Dance with a Stranger"
6966,1990,"Darkman"
6970,1957,"Desk Set"
6971,1991,"Europa"
6974,1990,"Freshman, The"
6975,1997,"Funny Games"
6977,1991,"New Jack City"
6978,1991,"Slacker"
6979,1983,"WarGames"
6981,1955,"Ordet"
6982,1952,"Forbidden Games"
6983,1944,"Jane Eyre"
6985,1928,"Passion of Joan of Arc, The"
6986,1925,"Ben-Hur: A Tale of the Christ"
6987,1920,"Cabinet of Dr. Caligari, The"
6989,1983,"Gorky Park"
6990,1978,"The Great Train Robbery"
6991,1984,"Greystoke: The Legend of Tarzan, Lord of the Apes"
6992,1994,"Guarding Tess"
6993,1986,"Hannah and Her Sisters"
6995,1970,"Hercules in New York"
6996,1991,"Highlander II: The Quickening"
6997,1992,"Hoffa"
6999,1992,"Housesitter"
7000,1991,"Hudson Hawk"
7001,1978,"Invasion of the Body Snatchers"
7002,1990,"Mindwalk"
7003,1991,"Kafka"
7004,1990,"Kindergarten Cop"
7005,1991,"King Ralph"
7007,1991,"Last Boy Scout, The"
7008,1972,"Last Tango in Paris"
7009,1992,"Lorenzo's Oil"
7010,1992,"Lover, The"
7011,1986,"Bullfighter, The"
7012,1990,"Mr. Destiny"
7013,1955,"Night of the Hunter, The"
7016,1987,"Over the Top"
7017,1992,"Passenger 57"
7018,1990,"Presumed Innocent"
7020,1991,"Proof"
7022,2000,"Battle Royale"
7023,1993,"Wedding Banquet, The"
7024,1976,"Salo, or The 120 Days of Sodom"
7025,1992,"Midnight Clear, A"
7026,1987,"Summer School"
7027,1985,"Silverado"
7028,1990,"Quick Change"
7029,1977,"Rabid"
7034,1998,"Show Me Love"
7036,1985,"Teen Wolf"
7038,2000,"Things You Can Tell Just by Looking at Her"
7040,1985,"To Live and Die in L.A."
7042,1986,"Betty Blue"
7043,1962,"Vivre sa vie: Film en douze tableaux"
7044,1990,"Wild at Heart"
7045,1990,"Witches, The"
7046,1987,"Witches of Eastwick, The"
7048,1997,"Nothing to Lose"
7050,1936,"Follow the Fleet"
7051,1965,"What's New, Pussycat"
7055,1936,"Swing Time"
7056,1931,"Public Enemy, The"
7058,1947,"Life with Father"
7059,1944,"National Velvet"
7060,1973,"Jesus Christ Superstar"
7061,1939,"Dark Victory"
7062,1962,"Birdman of Alcatraz"
7063,1972,"Aguirre: The Wrath of God"
7064,1946,"Beauty and the Beast"
7065,1915,"Birth of a Nation, The"
7067,1965,"Juliet of the Spirits"
7068,1961,"Last Year at Marienbad"
7069,1971,"Macbeth"
7070,1948,"Red River"
7071,1974,"Woman Under the Influence, A"
7072,1939,"Stagecoach"
7073,1964,"Shot in the Dark, A"
7074,1924,"Navigator, The"
7075,1956,"Court Jester, The"
7076,1968,"Bullitt"
7078,1938,"Jezebel"
7079,1939,"Hunchback of Notre Dame, The"
7080,1933,"42nd Street"
7081,1933,"I'm No Angel"
7082,1962,"That Touch of Mink"
7083,1985,"Sweet Dreams"
7084,1972,"Play It Again, Sam"
7085,1964,"Send Me No Flowers"
7086,1938,"Pygmalion"
7087,1984,"Passage to India, A"
7088,1959,"Black Orpheus"
7089,1973,"Amarcord"
7090,2002,"Hero"
7091,1932,"Horse Feathers"
7093,1974,"Front Page, The"
7095,1977,"Looking for Mr. Goodbar"
7096,2001,"Rivers and Tides"
7099,1984,"Nausicaä of the Valley of the Wind"
7101,1991,"Doc Hollywood"
7102,1987,"Dragnet"
7104,1979,"1941"
7107,1978,"Foul Play"
7108,1993,"Crime Story"
7110,1969,"Blind Beast"
7111,1970,"Ryan's Daughter"
7115,1975,"Deep Red"
7116,1955,"Diabolique"
7117,1993,"Leprechaun"
7121,1949,"Adam's Rib"
7122,1966,"King of Hearts"
7123,1991,"Naked Lunch"
7125,1999,"Spring Forward"
7126,1976,"Killing of a Chinese Bookie, The"
7130,1965,"Darling"
7131,1959,"Summer Place, A"
7132,1935,"Night at the Opera, A"
7135,1960,"Shoot the Piano Player"
7136,1968,"Stolen Kisses"
7137,2003,"Cooler, The"
7139,2002,"In America"
7142,2003,"Honey"
7143,2003,"Last Samurai, The"
7147,2003,"Big Fish"
7149,2003,"Something's Gotta Give"
7150,2003,"Stuck on You"
7151,2003,"Girl with a Pearl Earring"
7152,2003,"Statement, The"
7153,2003,"Lord of the Rings: The Return of the King, The"
7154,2003,"Mona Lisa Smile"
7155,2003,"Calendar Girls"
7156,2003,"Fog of War: Eleven Lessons from the Life of Robert S. McNamara, The"
7158,2003,"House of Sand and Fog"
7160,2003,"Monster"
7161,2003,"Cheaper by the Dozen"
7162,2003,"Cold Mountain"
7163,2003,"Paycheck"
7164,2003,"Peter Pan"
7165,2003,"Company, The"
7171,2003,"Aileen: Life and Death of a Serial Killer"
7172,2002,"Distant"
7173,2004,"Along Came Polly"
7177,2003,"Osama"
7178,1974,"Great Gatsby, The"
7179,1992,"Wuthering Heights"
7180,1959,"Odds Against Tomorrow"
7182,1966,"Lord Love a Duck"
7186,1992,"Once Upon a Crime..."
7189,1994,"Car 54, Where Are You?"
7190,1970,"Jane Eyre"
7192,1993,"Only the Strong"
7193,1990,"Adventures of Ford Fairlane, The"
7195,1951,"Enforcer, The"
